Date,Player,SO_Prop
6/16/2023 20:10,Patrick Sandoval,4.5
6/16/2023 20:10,Rich Hill,5.5
6/16/2023 19:05,Sandy Alcantara,4.5
6/16/2023 21:40,Shane McClanahan,6.5
6/16/2023 21:40,Taijuan Walker,5.5
6/16/2023 19:10,Tanner Houck,5.5
6/16/2023 19:05,Trevor Williams,4.5
6/16/2023 21:40,Triston McKenzie,5.5
6/16/2023 19:10,Tylor Megill,4.5
6/16/2023 21:40,Yu Darvish,6.5
6/16/2023 21:40,Zac Gallen,4.5
6/17/2023 16:10,Adam Wainwright,3.5
6/17/2023 19:15,Blake Snell,5.5
6/17/2023 16:10,Brandon Bielak,4.5
6/17/2023 16:05,Braxton Garrett,4.5
6/17/2023 19:15,Brayan Bello,4.5
6/17/2023 16:10,Bryce Elder,5.5
6/17/2023 19:15,Clarke Schmidt,4.5
6/17/2023 16:10,Connor Seabold,3.5
6/17/2023 16:10,Hunter Greene,6.5
6/17/2023 16:05,Jake Irvin,3.5
6/17/2023 14:20,Justin Steele,4.5
6/17/2023 16:10,Kodai Senga,5.5
6/17/2023 14:20,Kyle Gibson,4.5
6/17/2023 16:10,Logan Gilbert,6.5
6/17/2023 16:10,Lucas Giolito,6.5
6/17/2023 16:10,Mitch Keller,6.5
6/17/2023 22:10,Shane Bieber,4.5
6/17/2023 22:10,Tommy Henry,3.5
6/17/2023 16:10,Wade Miley,3.5
6/17/2023 19:15,Zach Eflin,4.5
6/18/2023 16:10,Bryce Miller,5.5
6/18/2023 13:40,Carlos Carrasco,4.5
6/18/2023 13:35,Charlie Morton,7.5
6/18/2023 13:35,Chase Anderson,3.5
6/18/2023 14:35,Chris Bassitt,4.5
6/18/2023 13:05,Dean Kremer,4.5
6/18/2023 14:10,Freddy Peralta,6.5
6/18/2023 16:07,Hogan Harris,4.5
6/18/2023 13:05,Jameson Taillon,4.5
6/18/2023 13:35,Jesus Luzardo,5.5
6/18/2023 16:10,Joe Musgrove,5.5
6/18/2023 14:35,Jon Gray,5.5
6/18/2023 16:10,Lance Lynn,6.5
6/18/2023 16:10,Logan Webb,5.5
6/18/2023 14:10,Luis Ortiz,4.5
6/18/2023 14:10,Luke Weaver,4.5
6/18/2023 13:40,Matthew Liberatore,3.5
6/18/2023 13:35,Patrick Corbin,4.5
6/18/2023 14:10,Ronel Blanco,5.5
6/18/2023 16:10,Tanner Bibee,4.5
6/18/2023 14:10,Tyler Anderson,4.5
6/18/2023 16:10,Zach Davies,3.5
6/18/2023 14:10,Zack Greinke,3.5
6/18/2023 16:07,Zack Wheeler,7.5
6/19/2023 19:10,Austin Gomber,4.5
6/19/2023 19:10,Brandon Williamson,4.5
6/19/2023 20:10,Corbin Burnes,6.5
6/19/2023 19:05,Drew Smyly,4.5
6/19/2023 20:10,Hunter Brown,5.5
6/19/2023 16:05,Jack Flaherty,4.5
6/19/2023 19:40,James Paxton,6.5
6/19/2023 18:40,Jordan Lyles,4.5
6/19/2023 18:40,Jose Berrios,4.5
6/19/2023 16:05,Josiah Gray,4.5
6/19/2023 20:10,Max Scherzer,6.5
6/19/2023 20:10,Merrill Kelly,5.5
6/19/2023 21:45,Michael Wacha,4.5
6/19/2023 19:05,Osvaldo Bido,4.5
6/19/2023 19:40,Pablo Lopez,5.5
6/19/2023 18:40,Reese Olson,4.5
6/20/2023 19:10,Aaron Civale,5.5
6/20/2023 21:45,Anthony DeSclafani,3.5
6/20/2023 19:40,Bailey Ober,5.5
6/20/2023 19:10,Ben Lively,5.5
6/20/2023 22:07,Clayton Kershaw,6.5
6/20/2023 20:10,Colin Rea,4.5
6/20/2023 18:40,Daniel Lynch,4.5
6/20/2023 20:10,Dylan Cease,6.5
6/20/2023 18:40,Eury Perez,4.5
6/20/2023 20:10,Framber Valdez,5.5
6/20/2023 19:05,George Kirby,5.5
6/20/2023 19:05,Gerrit Cole,8.5
6/20/2023 19:05,Johan Oviedo,5.5
6/20/2023 19:05,Jordan Montgomery,4.5
6/20/2023 20:10,Justin Verlander,5.5
6/20/2023 19:40,Kutter Crawford,4.5
6/20/2023 18:40,Kyle Bradish,5.5
6/20/2023 19:10,Kyle Freeland,3.5
6/20/2023 19:10,Luis Medina,3.5
6/20/2023 19:05,MacKenzie Gore,5.5
6/20/2023 19:05,Marcus Stroman,4.5
6/20/2023 18:40,Michael Lorenzen,4.5
6/20/2023 20:10,Nathan Eovaldi,5.5
6/20/2023 18:40,Ranger Suarez,4.5
6/20/2023 22:07,Reid Detmers,5.5
6/20/2023 20:10,Ryne Nelson,4.5
6/20/2023 21:45,Seth Lugo,3.5
6/20/2023 18:40,Spencer Strider,8.5
6/20/2023 18:40,Tyler Glasnow,7.5
6/20/2023 18:40,Yusei Kikuchi,5.5
6/21/2023 18:40,AJ Smith-Shawver,4.5
6/21/2023 18:40,Aaron Nola,6.5
6/21/2023 12:35,Andrew Abbott,5.5
6/21/2023 13:10,Brady Singer,4.5
6/21/2023 14:10,Cristian Javier,5.5
6/21/2023 19:40,Garrett Whitlock,5.5
6/21/2023 19:05,Jhony Brito,4.5
6/21/2023 14:10,Julio Teheran,3.5
6/21/2023 12:10,Kevin Gausman,6.5
6/21/2023 12:35,Kyle Hendricks,3.5
6/21/2023 19:05,Luis Castillo,7.5
6/21/2023 20:10,Martin Perez,3.5
6/21/2023 13:10,Matt Boyd,5.5
6/21/2023 20:10,Michael Kopech,6.5
6/21/2023 16:05,Miles Mikolas,3.5
6/21/2023 12:35,Rich Hill,4.5
6/21/2023 12:10,Sandy Alcantara,5.5
6/21/2023 19:40,Sonny Gray,4.5
6/21/2023 12:10,Taj Bradley,5.5
6/21/2023 16:05,Trevor Williams,3.5
6/21/2023 12:10,Tyler Wells,5.5
6/21/2023 14:10,Tylor Megill,4.5
6/21/2023 14:10,Zac Gallen,6.5
6/22/2023 13:05,Aaron Nola,6.5
6/22/2023 15:45,Alex Wood,4.5
6/22/2023 15:45,Blake Snell,7.5
6/22/2023 18:40,Braxton Garrett,5.5
6/22/2023 19:05,Bryan Woo,5.5
6/22/2023 13:05,Bryce Elder,4.5
6/22/2023 19:05,Domingo German,5.5
6/22/2023 13:10,JP Sears,4.5
6/22/2023 13:05,Jake Irvin,3.5
6/22/2023 13:10,Logan Allen,5.5
6/22/2023 18:40,Mitch Keller,6.5
6/22/2023 18:40,Shane McClanahan,7.5
6/22/2023 13:05,Tommy Henry,3.5
6/23/2023 18:40,AJ Smith-Shawver,4.5
6/23/2023 20:10,Brayan Bello,5.5
6/23/2023 19:07,Chris Bassitt,5.5
6/23/2023 22:10,Emmet Sheehan,4.5
6/23/2023 22:10,J.P. France,4.5
6/23/2023 19:07,James Kaprielian,3.5
6/23/2023 18:40,Jesus Luzardo,6.5
6/23/2023 21:40,Joe Musgrove,5.5
6/23/2023 18:40,Joey Wentz,4.5
6/23/2023 19:05,Kodai Senga,6.5
6/23/2023 20:40,Kyle Freeland,3.5
6/23/2023 19:05,Kyle Gibson,4.5
6/23/2023 19:05,Logan Gilbert,4.5
6/23/2023 22:15,Logan Webb,5.5
6/23/2023 20:10,Lucas Giolito,5.5
6/23/2023 18:40,Luis Ortiz,4.5
6/23/2023 18:40,Luke Weaver,4.5
6/23/2023 21:40,Patrick Corbin,4.5
6/23/2023 20:40,Patrick Sandoval,4.5
6/23/2023 19:10,Shane Bieber,6.5
6/23/2023 19:05,Taijuan Walker,4.5
6/23/2023 22:15,Zach Davies,3.5
6/23/2023 18:40,Zach Eflin,5.5
6/23/2023 18:40,Zack Greinke,3.5
6/24/2023 13:10,Adam Wainwright,3.5
6/24/2023 19:15,Bobby Miller,5.5
6/24/2023 16:05,Bryce Miller,4.5
6/24/2023 21:10,Chase Anderson,3.5
6/24/2023 16:05,Cristopher Sanchez,3.5
6/24/2023 16:05,Dean Kremer,5.5
6/24/2023 16:10,Freddy Peralta,4.5
6/24/2023 16:10,Graham Ashcraft,3.5
6/24/2023 21:10,Griffin Canning,4.5
6/24/2023 16:10,James Paxton,7.5
6/24/2023 16:10,Jared Shuster,3.5
6/24/2023 16:05,Jon Gray,5.5
6/24/2023 16:10,Jordan Lyles,4.5
6/24/2023 16:07,Jose Berrios,5.5
6/24/2023 20:40,Josiah Gray,4.5
6/24/2023 13:10,Justin Steele,3.5
6/24/2023 16:10,Lance Lynn,6.5
6/24/2023 16:05,Luis Severino,5.5
6/24/2023 16:05,Max Scherzer,6.5
6/24/2023 16:10,Osvaldo Bido,4.5
6/24/2023 19:15,Pablo Lopez,6.5
6/24/2023 19:15,Reese Olson,5.5
6/24/2023 19:15,Ronel Blanco,4.5
6/24/2023 16:10,Tanner Bibee,5.5
6/24/2023 16:10,Yonny Chirinos,3.5
6/25/2023 13:40,Aaron Civale,5.5
6/25/2023 16:05,Anthony DeSclafani,3.5
6/25/2023 15:10,Austin Gomber,3.5
6/25/2023 12:10,Bailey Ober,5.5
6/25/2023 13:35,Carlos Carrasco,4.5
6/25/2023 13:40,Charlie Morton,6.5
6/25/2023 13:40,Corbin Burnes,5.5
6/25/2023 13:40,Daniel Lynch,3.5
6/25/2023 13:40,Eury Perez,5.5
6/25/2023 13:35,George Kirby,4.5
6/25/2023 13:35,Gerrit Cole,7.5
6/25/2023 19:10,Hunter Brown,5.5
6/25/2023 13:40,Johan Oviedo,4.5
6/25/2023 13:35,Kyle Bradish,5.5
6/25/2023 13:37,Luis Medina,3.5
6/25/2023 16:10,MacKenzie Gore,5.5
6/25/2023 10:10,Marcus Stroman,4.5
6/25/2023 10:10,Matthew Liberatore,3.5
6/25/2023 12:10,Michael Lorenzen,5.5
6/25/2023 13:35,Nathan Eovaldi,5.5
6/25/2023 16:05,Ryne Nelson,3.5
6/25/2023 16:10,Seth Lugo,4.5
6/25/2023 19:10,Tony Gonsolin,4.5
6/25/2023 15:10,Tyler Anderson,4.5
6/25/2023 13:40,Tyler Glasnow,7.5
6/25/2023 13:37,Yusei Kikuchi,5.5
6/25/2023 13:35,Zack Wheeler,6.5
6/26/2023 20:05,Andrew Heaney,6.5
6/26/2023 19:05,Brandon Williamson,3.5
6/26/2023 19:05,Cole Irvin,4.5
6/26/2023 19:10,Colin Rea,3.5
6/26/2023 21:38,Dylan Cease,6.5
6/26/2023 19:10,Justin Verlander,6.5
6/26/2023 21:40,Luis Castillo,6.5
6/26/2023 20:05,Matt Boyd,5.5
6/26/2023 21:38,Reid Detmers,5.5
6/26/2023 19:20,Sonny Gray,4.5
6/26/2023 19:20,Spencer Strider,9.5
6/26/2023 21:40,Trevor Williams,4.5
6/27/2023 19:05,Andrew Abbott,5.5
6/27/2023 20:10,Brady Singer,3.5
6/27/2023 21:40,Bryan Woo,4.5
6/27/2023 19:20,Bryce Elder,5.5
6/27/2023 20:40,Clayton Kershaw,6.5
6/27/2023 20:40,Connor Seabold,3.5
6/27/2023 19:10,David Peterson,5.5
6/27/2023 19:10,Garrett Whitlock,4.5
6/27/2023 20:10,Gavin Williams,4.5
6/27/2023 21:40,Jake Irvin,4.5
6/27/2023 21:40,Jhony Brito,4.5
6/27/2023 19:20,Joe Ryan,5.5
6/27/2023 19:10,Julio Teheran,3.5
6/27/2023 20:05,Martin Perez,3.5
6/27/2023 20:05,Matt Manning,3.5
6/27/2023 21:38,Michael Kopech,6.5
6/27/2023 21:40,Paul Blackburn,4.5
6/27/2023 19:05,Rich Hill,4.5
6/27/2023 19:10,Sandy Alcantara,5.5
6/27/2023 21:38,Shohei Ohtani,8.5
6/27/2023 21:40,Taj Bradley,5.5
6/27/2023 19:05,Tyler Wells,5.5
6/27/2023 19:05,Yu Darvish,5.5
6/27/2023 21:40,Zac Gallen,5.5
6/28/2023 20:05,Aaron Nola,5.5
6/28/2023 19:05,Blake Snell,7.5
6/28/2023 19:45,Cristian Javier,5.5
6/28/2023 20:05,Dane Dunning,4.5
6/28/2023 21:40,Domingo German,5.5
6/28/2023 20:05,Drew Smyly,4.5
6/28/2023 21:40,JP Sears,5.5
6/28/2023 21:38,Jaime Barria,3.5
6/28/2023 20:05,Joey Wentz,4.5
6/28/2023 12:20,Kenta Maeda,4.5
6/28/2023 12:20,Kolby Allard,3.5
6/28/2023 19:05,Kyle Gibson,4.5
6/28/2023 20:10,Logan Allen,4.5
6/28/2023 16:10,Logan Gilbert,5.5
6/28/2023 21:38,Lucas Giolito,6.5
6/28/2023 19:05,Luke Weaver,3.5
6/28/2023 19:45,Miles Mikolas,3.5
6/28/2023 19:05,Mitch Keller,5.5
6/28/2023 16:10,Patrick Corbin,4.5
6/28/2023 21:40,Zach Davies,3.5
6/28/2023 21:40,Zach Eflin,4.5
6/29/2023 19:10,Adrian Houser,3.5
6/29/2023 15:40,Brandon Pfaadt,3.5
6/29/2023 18:10,Brayan Bello,4.5
6/29/2023 20:40,Chase Anderson,3.5
6/29/2023 20:40,Emmet Sheehan,4.5
6/29/2023 19:15,J.P. France,4.5
6/29/2023 18:10,Jesus Luzardo,5.5
6/29/2023 12:35,Joe Musgrove,5.5
6/29/2023 20:05,Kyle Hendricks,3.5
6/29/2023 16:07,Lance Lynn,6.5
6/29/2023 12:35,Luis Ortiz,3.5
6/29/2023 19:10,Max Scherzer,7.5
6/29/2023 16:07,Patrick Sandoval,5.5
6/29/2023 14:10,Shane Bieber,5.5
6/29/2023 20:05,Taijuan Walker,4.5
6/30/2023 20:10,Alec Marsh,3.5
6/30/2023 19:10,Alex Cobb,4.5
6/30/2023 20:10,Austin Gomber,3.5
6/30/2023 20:10,Bobby Miller,5.5
6/30/2023 22:10,Bryce Miller,5.5
6/30/2023 14:20,Cal Quantrill,3.5
6/30/2023 19:10,Carlos Carrasco,4.5
6/30/2023 18:05,Cristopher Sanchez,4.5
6/30/2023 19:05,Dean Kremer,5.5
6/30/2023 19:05,Freddy Peralta,5.5
6/30/2023 17:10,Graham Ashcraft,3.5
6/30/2023 21:38,Griffin Canning,5.5
6/30/2023 19:07,James Paxton,5.5
6/30/2023 20:05,Jon Gray,5.5
6/30/2023 19:07,Jose Berrios,5.5
6/30/2023 18:05,Josiah Gray,4.5
6/30/2023 14:20,Justin Steele,4.5
6/30/2023 20:15,Luis Severino,5.5
6/30/2023 20:15,Matthew Liberatore,3.5
6/30/2023 20:10,Michael Lorenzen,4.5
6/30/2023 19:05,Osvaldo Bido,4.5
6/30/2023 19:05,Pablo Lopez,5.5
6/30/2023 20:05,Ronel Blanco,5.5
6/30/2023 17:10,Seth Lugo,4.5
6/30/2023 22:10,Shane McClanahan,6.5
6/30/2023 21:38,Tommy Henry,4.5
7/1/2023 16:10,Anthony DeSclafani,3.5
7/1/2023 16:05,Bailey Ober,4.5
7/1/2023 13:40,Brandon Williamson,3.5
7/1/2023 16:10,Charlie Morton,6.5
7/1/2023 16:05,Corbin Burnes,6.5
7/1/2023 19:15,Daniel Lynch,3.5
7/1/2023 16:10,Eury Perez,5.5
7/1/2023 19:15,George Kirby,5.5
7/1/2023 16:05,Hunter Brown,6.5
7/1/2023 14:15,Jack Flaherty,5.5
7/1/2023 16:05,Johan Oviedo,5.5
7/1/2023 19:15,Julio Urias,4.5
7/1/2023 16:10,Justin Verlander,6.5
7/1/2023 15:07,Kutter Crawford,3.5
7/1/2023 16:05,Kyle Bradish,6.5
7/1/2023 14:15,Luis Severino,5.5
7/1/2023 16:05,MacKenzie Gore,6.5
7/1/2023 19:15,Marcus Stroman,3.5
7/1/2023 13:40,Michael Wacha,4.5
7/1/2023 16:05,Nathan Eovaldi,5.5
7/1/2023 22:07,Ryne Nelson,4.5
7/1/2023 19:15,Tanner Bibee,4.5
7/1/2023 22:07,Tyler Anderson,4.5
7/1/2023 19:15,Tyler Glasnow,7.5
7/1/2023 15:07,Yusei Kikuchi,5.5
7/1/2023 16:05,Zack Wheeler,6.5
7/2/2023 14:20,Aaron Civale,4.5
7/2/2023 14:10,Brady Singer,4.5
7/2/2023 12:05,Cole Irvin,4.5
7/2/2023 13:35,Colin Rea,4.5
7/2/2023 15:10,Connor Seabold,3.5
7/2/2023 13:37,Garrett Whitlock,4.5
7/2/2023 14:15,Gerrit Cole,6.5
7/2/2023 14:20,Jameson Taillon,3.5
7/2/2023 14:15,Jordan Montgomery,4.5
7/2/2023 13:37,Kevin Gausman,7.5
7/2/2023 16:10,Luis Castillo,7.5
7/2/2023 15:10,Matt Manning,3.5
7/2/2023 13:35,Ranger Suarez,5.5
7/2/2023 16:07,Reid Detmers,6.5
7/2/2023 13:35,Rich Hill,5.5
7/2/2023 13:35,Sandy Alcantara,4.5
7/2/2023 12:05,Sonny Gray,4.5
7/2/2023 13:35,Spencer Strider,8.5
7/2/2023 16:10,Taj Bradley,6.5
7/2/2023 14:10,Tony Gonsolin,4.5
7/2/2023 13:35,Trevor Williams,3.5
7/2/2023 16:07,Zac Gallen,6.5
7/3/2023 20:10,Austin Cox,3.5
7/3/2023 18:40,Braxton Garrett,5.5
7/3/2023 21:45,Bryan Woo,5.5
7/3/2023 19:10,Bryce Elder,3.5
7/3/2023 14:05,Cristian Javier,4.5
7/3/2023 19:05,Domingo German,5.5
7/3/2023 14:10,Drew Smyly,4.5
7/3/2023 19:10,Gavin Williams,4.5
7/3/2023 18:05,Jake Irvin,4.5
7/3/2023 20:10,Joe Ryan,6.5
7/3/2023 14:10,Julio Teheran,4.5
7/3/2023 21:45,Logan Webb,5.5
7/3/2023 18:05,Luke Weaver,3.5
7/3/2023 14:05,Martin Perez,3.5
7/3/2023 18:40,Miles Mikolas,4.5
7/3/2023 19:05,Tyler Wells,5.5
7/4/2023 16:10,Aaron Nola,6.5
7/4/2023 16:10,Brandon Bielak,4.5
7/4/2023 20:10,Chris Bassitt,4.5
7/4/2023 13:05,Clarke Schmidt,4.5
7/4/2023 21:10,Emmet Sheehan,5.5
7/4/2023 18:40,JP Sears,5.5
7/4/2023 13:10,Jesus Luzardo,6.5
7/4/2023 18:40,Joe Musgrove,5.5
7/4/2023 16:35,Keaton Winn,3.5
7/4/2023 14:10,Kenta Maeda,5.5
7/4/2023 16:10,Kodai Senga,5.5
7/4/2023 19:10,Kolby Allard,3.5
7/4/2023 16:10,Kyle Freeland,3.5
7/4/2023 13:05,Kyle Gibson,4.5
7/4/2023 16:10,Kyle Hendricks,3.5
7/4/2023 16:35,Logan Gilbert,5.5
7/4/2023 20:10,Lucas Giolito,5.5
7/4/2023 21:10,Luis Ortiz,3.5
7/4/2023 11:05,Patrick Corbin,4.5
7/4/2023 19:10,Shane Bieber,5.5
7/4/2023 18:40,Shohei Ohtani,7.5
7/4/2023 18:40,Tarik Skubal,5.5
7/4/2023 16:10,Wade Miley,3.5
7/4/2023 16:10,Zach Davies,3.5
7/4/2023 16:10,Zach Eflin,5.5
7/4/2023 14:10,Zack Greinke,3.5
